,User,Text,Date,Favorites,Retweets,Mentions,HashTags,Search Keywords
10,OfficialUCNJ,#Covid_19 #CovidUpdates 4/29/30:,2020-04-29 23:32:32+00:00,0.0,3.0,,#Covid_19 #CovidUpdates,covid
11,abramcrombie,Lo cansado no es la cuarentena. Lo cansado es ver tantas gráficas relacionadas al covid.,2020-04-29 23:31:58+00:00,3.0,0.0,,,covid
12,JustineReTV,Police confirm dead bodies were found in these U-Hauls near Andrew T. Cleckley. Facilities are overwhelmed With COVID-19 related deaths. Brooklyn Borough President Eric Adams is creating a bereavement committee to work on a coordinated effort to manage the bodies. @NY1,2020-04-29 23:25:18+00:00,206.0,375.0,@NY1,,covid
13,brianbrewer,"Refusing the Lie http://uua.org/node/245640 #COVID19 via @UUA a meditation on rethinking our unreasonable, unrewarding, and ultimately self-destructive work ethic in a post-Covid-19 era.",2020-04-29 23:24:18+00:00,3.0,2.0,@UUA,#COVID19,covid
14,thepresremoshow,i’m actually tired of seeing the words covid-19,2020-04-29 23:19:12+00:00,0.0,0.0,,,covid
15,iamericcano,"People like to cite the low mortality rate of COVID as a reason to end the lockdown but if they lost people close to them because of it, they’d stfu.",2020-04-29 23:13:09+00:00,0.0,8.0,,,covid
16,vikkie,Megan and Beyoncé dropped *and* my great-aunt recovered from COVID-19 today. Black women stay winning.,2020-04-29 23:11:12+00:00,186.0,2640.0,,,covid
17,LopezMSW,This should give pause to any black/brown woman of child-bearing age. Black women in NYC are 8 times more likely to die due to pregnancy related complications- BEFORE COVID. What is being done to address these concerns in real time to ensure the safety of soon to be mothers? ,2020-04-29 23:11:02+00:00,0.0,5.0,,,covid
18,MyDudeK,"Where did the Terminator find toilet paper? Aisle B, Back #Day39 #Quarantine #CornTeen #covid #MyLifeInTheTimeOfCorona",2020-04-29 23:10:03+00:00,0.0,0.0,,#Day39 #Quarantine #CornTeen #covid #MyLifeInTheTimeOfCorona,covid
19,dondidonde,"#clapbecausewecare #clapbecausewecarenyc #coronavirus #covid19 #covid_19 #newyorkcity #newyork #healthcareworkers #essentialworkers clapbecausewecarenyc clapbecausewecare @New York, New York https://www.instagram.com/p/B_lSH7HHJ4P/?igshid=50v8xz1icn4l",2020-04-29 23:04:24+00:00,0.0,1.0,,#clapbecausewecare #clapbecausewecarenyc #coronavirus #covid19 #covid_19 #newyorkcity #newyork #healthcareworkers #essentialworkers,covid
20,JuniousSmithIII,"Lenoir County COVID-19 cases rise to 67, recoveries up to 19 ",2020-04-29 23:04:12+00:00,0.0,1.0,,,covid
21,PrairiesDawn,"When something comes along to flatten the curve, and we are no longer appropriately fitted for our former labels, now having a larger eventuality wear nothing but the new word unifies society. cOVID-19. We are no longer black, white, employee , employer, etc. we’re patients.",2020-04-29 23:01:59+00:00,0.0,0.0,,,covid
22,IronboundCC,"Check us out on Facebook live tonight at 8, housing justice during covid #cancelrent #CancelMortgages http://Facebook.com/ironboundcc @Housing4Nwk @CentralNJDSA @NewLabor @CosechaMovement @HFA_RenterPower @ourcityRTTC @ggjalliance @CJAOurPower @MaketheRoadNJ",2020-04-29 22:55:43+00:00,7.0,6.0,@Housing4Nwk @CentralNJDSA @NewLabor @CosechaMovement @HFA_RenterPower @ourcityRTTC @ggjalliance @CJAOurPower @MaketheRoadNJ,#cancelrent #CancelMortgages,covid
23,RaeDiamond,Do you know who is being crushed in nyc by covid? BLACK AND BROWN PEOPLE! IM FUCKING TIRED,2020-04-29 22:49:44+00:00,0.0,1.0,,,covid
24,RSpurga,"Makes sense for this honorary Klansman McConnell who yawns at news 60,000 Americans now dead from Covid-19 and US economy shrunk 5% in first quarter of 2020 but McConnell’s wife’s shipping company keeps minting money moving what some people hint at are guns for the Chinese navy",2020-04-29 22:42:25+00:00,0.0,0.0,,,covid
25,idgajon,republicans: we are pro life! democrats: what about the older generation who are more susceptible to covid? republicans: they’re old they can die democrats: ......,2020-04-29 22:42:17+00:00,5.0,37.0,,,covid
26,iammix24,"FEMA orders 100,000 new body bags as US COVID-19 death toll exceeds 60,000- REPORT @fema #CoronavirusUSA",2020-04-29 22:35:11+00:00,0.0,0.0,@fema,#CoronavirusUSA,covid
27,RSpurga,And Florida has only tested less than 1% of its very transient and extremely elderly population-plenty of near-death elderly in nursing homes in Florida with Covid-19 probably being excluded from any count.,2020-04-29 22:32:23+00:00,0.0,0.0,,,covid
28,mynameiscolton,fighting covid one drop of lavender at a time ,2020-04-29 22:20:05+00:00,0.0,5.0,,,covid
29,Praeditos_ish,"I know I’m late but, bruh that @BET intro they did for Covid-19 relief was just , the energy! ",2020-04-29 22:18:03+00:00,0.0,0.0,@BET,,covid
30,SO_JENNY_,"I consulting with @riverfundny Their mission is to feed and empower those they serve to move beyond the lines of poverty. Check them out! #covid_19charity @Queens, New York https://www.instagram.com/p/B_lK_fnD_xk/?igshid=zmy6q3cxnqhj",2020-04-29 22:02:05+00:00,0.0,1.0,@RiverFundNY,#covid_19charity,covid
31,EstefaniaOS,Thank you @ACCinTouch @ACCmediacenter @avolgman @gina_lundberg for sharing our experience. @MountSinaiHeart @dranulala @VQChau20 @kiranmahmood516 @AditiSinghvi4 @spinneymd @MountSinaiNYC @mayabarghash @SumeetMitter @mgtrivieri Can you please share your #COVID experience? ,2020-04-29 22:02:00+00:00,6.0,18.0,@ACCinTouch @ACCmediacenter @avolgman @gina_lundberg @MountSinaiHeart @dranulala @VQChau20 @kiranmahmood516 @AditiSinghvi4 @spinneymd @MountSinaiNYC @mayabarghash @SumeetMitter @mgtrivieri,#COVID,covid
32,FindiddyDaDon,U KNOW DA FUCKIN VIBES!! i miss turnin up! #FuckCorona #TurnUp #StayAtHome #Quarantine #Outside #Coronavirus #Covid19 #Covid_19 #FuckCoronaVirus #FuckCovid19 #Bayside #Queens #QueensNY #QueensNewYork #NY #NewYork… https://www.instagram.com/p/B_lKAAthE5i/?igshid=1azmte2xptd19,2020-04-29 21:56:27+00:00,0.0,0.0,,#FuckCorona #TurnUp #StayAtHome #StayAtHome #Quarantine #Outside #Coronavirus #Covid19 #Covid_19 #FuckCoronaVirus #FuckCovid19 #Bayside #Queens #QueensNY #QueensNewYork #NY #NewYork,covid
33,BogieF,"A poll by The Washington Post and University of Maryland found that Americans not only strongly support state-imposed restrictions on public gatherings and businesses to mitigate the COVID-19 outbreak, but also favor a moratorium on immigration... ",2020-04-29 21:55:31+00:00,0.0,1.0,,,covid
34,karencollinsnyc,"Also, surviving Covid doesn’t mean you’re fine. There seems to be lasting neurological and respiratory consequences. And we have no idea if people fully recover. ",2020-04-29 21:53:36+00:00,0.0,0.0,,,covid
35,RxTechTalk,My jobs as well. Recently we were able to trade in our suits for scrubs Bc of COVID. Have mixed feelings about still wearing scrubs as once we get out this mess will non-MDs be treated with the same respect as when we were wearing suits? ,2020-04-29 21:50:21+00:00,0.0,1.0,,,covid
36,TheEliKlein,NYC’s Covid-19 infection fatality rate is around .5%. Higher than the .3% I’ve predicted the global IFR will be. NYC’s density = increased average viral load + a high % of unhealthy people with comorbidities are likely two main reasons.,2020-04-29 21:46:20+00:00,0.0,0.0,,,covid
37,CiroGutzmen,New Yorker . . #covid_19 #newyork #newyorkcity #newyork_ig #nycphotographer #nycphotography #streetphotography #street #streetstyle #streetclassics #streets_storytelling #photooftheday #socialdistancing… https://www.instagram.com/p/B_lB4LCD9AQ/?igshid=1tb7w294b2swo,2020-04-29 21:44:15+00:00,0.0,0.0,,#covid_19 #newyork #newyorkcity #newyork_ig #nycphotographer #nycphotography #streetphotography #street #streetstyle #streetclassics #streets_storytelling #photooftheday #socialdistancing,covid
38,strvyn,"Join us tomorrow for a discussion on the future health of cities; and what does that all mean, how do we do it and what is in our way for a better tomorrow now that COVID-19 is here and completely upended normal… https://www.instagram.com/p/B_lI4KoD2Vi/?igshid=moeirl247fvm",2020-04-29 21:43:36+00:00,0.0,0.0,,,covid
39,KislakSr,Well dummy think Flu shots that reason oh oh Oooooo. Then how many flu victims may have been counted COVID-19 anyways. Lolololo lolololol Well really never know the exact truth.,2020-04-29 21:41:58+00:00,0.0,0.0,,,covid
40,chalozin,"It’s been SOOOO long since all the stock list was pure and clean GREEN. We clearly are not out of the covid zone, but if the stock market “is the economy” (which is clearly not but for some reason we were trained it is) - it’s all ",2020-04-29 21:41:58+00:00,0.0,1.0,,,covid
41,stefon8492,"@NYGovCuomo Hello Gov Cuomo, wondering if you can mandate that medical offices install plexiglass to protect healthcare workers, offices are seeing COVID-19 patients without any protection. How can this Be ???? Is it safe?? Healthcare employees are at risk everyday!help them!",2020-04-29 21:39:11+00:00,0.0,0.0,@NYGovCuomo,,covid
42,tenajd,Trump is now Hawking $100 commemorative covid-19 coins. It's an Ivanka idea.,2020-04-29 21:36:20+00:00,0.0,0.0,,,covid
43,strvyn,"Join us tomorrow for a discussion on the future health of cities; and what does that all mean, how do we do it and what is in our way for a better tomorrow now that COVID-19 is here and completely upended normal… https://www.instagram.com/p/B_lHj94DPWY/?igshid=1gsut99vorgzx",2020-04-29 21:32:10+00:00,0.0,0.0,,,covid
44,missessmalcolm,nobody: trump supporters w/ covid-19: ,2020-04-29 21:24:47+00:00,2.0,2.0,,,covid
45,KevinETaylorTM3,"#IMissMyFriendsDay odjaxx #besties #EveryDay #covid_19 #COVID19 #Pictures #LifeMoreAbundantly #photos #MyLifeInPictures #BOOOOOOM #NowWhatwithKevinETaylor @Newark, New Jersey https://www.instagram.com/p/B_lGoJwJq9I/?igshid=1cl1a5vlnek71",2020-04-29 21:23:57+00:00,0.0,0.0,,#IMissMyFriendsDay #besties #EveryDay #covid_19 #COVID19 #Pictures #LifeMoreAbundantly #photos #MyLifeInPictures #BOOOOOOM #NowWhatwithKevinETaylor,covid
46,KevinETaylorTM3,"#IMissMyFriendsDay sam.iam.585 #besties #EveryDay #covid_19 #COVID19 #Pictures #LifeMoreAbundantly #photos #MyLifeInPictures #BOOOOOOM #NowWhatwithKevinETaylor @Newark, New Jersey https://www.instagram.com/p/B_lGkc7JJLR/?igshid=1evmoyarrev42",2020-04-29 21:23:27+00:00,0.0,0.0,,#IMissMyFriendsDay #besties #EveryDay #covid_19 #COVID19 #Pictures #LifeMoreAbundantly #photos #MyLifeInPictures #BOOOOOOM #NowWhatwithKevinETaylor,covid
47,KevinETaylorTM3,"#IMissMyFriendsDay @evamarcille #besties #EveryDay #covid_19 #COVID19 #Pictures #LifeMoreAbundantly #photos #MyLifeInPictures #BOOOOOOM #NowWhatwithKevinETaylor @New York, New York https://www.instagram.com/p/B_lGPMNJbun/?igshid=1l3j8a8o3ga0i",2020-04-29 21:20:36+00:00,0.0,0.0,@EvaMarcille,#IMissMyFriendsDay #besties #EveryDay #covid_19 #COVID19 #Pictures #LifeMoreAbundantly #photos #MyLifeInPictures #BOOOOOOM #NowWhatwithKevinETaylor,covid
48,Karlas2cents,They are blocking coroners from reporting the Covid death totals. They are hiding the deaths in nursing homes too. It is a massive undercount...,2020-04-29 21:18:36+00:00,1.0,3.0,,,covid
49,katiewr31413491,It’s shameful that @NYCMayor appoints his grossly unqualified wife to lead covid committee. This is life &amp; death - not First Lady playtime McCray listed her qualifications as “being praised by leaders.” She was so intimidated &amp; out of her depth. #Resign,2020-04-29 21:11:46+00:00,4.0,11.0,@NYCMayor,#Resign,covid
50,PetrilliMD,Oops. Meant to say COVID-19 discharge! I guess I was just too excited!,2020-04-29 21:11:30+00:00,0.0,5.0,,,covid
51,thorstenroth212,#RunningToDumbo #SunnyWeather First #run in a while! #timelapse @gleasonsgym is of course still closed #workout #WO #boxing . #urbanlandscape #Brooklyn #Williamsburgh #Dumbo #coronatimes #covid_19 . #NYstateofmind @thorstenroth212 @studios594 #NYC,2020-04-29 21:06:22+00:00,0.0,0.0,@GleasonsGym @thorstenroth212 @studios594,#RunningToDumbo #SunnyWeather #run #timelapse #workout #WO #boxing #urbanlandscape #Brooklyn #Williamsburgh #Dumbo #coronatimes #covid_19 #NYstateofmind #NYC,covid
52,thelineupinc,"As many of you know, the state has shut down all non-essential businesses which unfortunately includes us due to COVID 19 pandemic. In our business, we come in direct contact with our customers which puts myself and… https://www.instagram.com/p/B_lD-_NpXwa/?igshid=fo9nkdxprtc6",2020-04-29 21:00:53+00:00,0.0,0.0,,,covid
53,chipg13,The Class of 2020 @baseballhall will have to wait to get their weekend with the Class of 2021 due to concerns and safety relating to COVID-19 -- @DoubleGSports,2020-04-29 21:00:26+00:00,0.0,0.0,@baseballhall @DoubleGSports,,covid
54,AishDivine,"BREAKING:Angels,we been nominated for 2 Webby Award categories!WHUT!? Like,alongside FKA Twigs, Billie Eilish? Need your help on 1 category. More info tonight!!Vid produced by @velocity_creatv &amp; song is unreleased (leaked?Thanks COVID ) from The Sex Issue produced w/ @beaunoise",2020-04-29 20:47:54+00:00,0.0,8.0,@velocity_creatv @beaunoise,,covid
55,alicefoodieland,·.°·..·°¯°·Food Heaven + Foodieland Podcast°°°·.°·..·° Have you been taking extra supplements or trying alternative nutrition practices in hopes of preventing the Covid-19 infection? I had the honor of… https://www.instagram.com/p/B_lCduFFbVn/?igshid=1puisghrlj93c,2020-04-29 20:47:34+00:00,0.0,0.0,,,covid
56,CortnieVee,"They did this just as Houston is set to open Friday, Chile these niggas bout to be throwing house parties just to play this song Covid cases bout to spike",2020-04-29 20:46:01+00:00,0.0,0.0,,,covid
57,theslopebarbers,"Covid-19 As many of you know, the state has shut down all non-essential businesses which unfortunately includes us due to COVID 19 pandemic. In our business, we come in direct contact with our customers which puts… https://www.instagram.com/p/B_lCDQoA-y-/?igshid=mwxf6m8ilbjz",2020-04-29 20:44:01+00:00,0.0,0.0,,,covid
58,missessmalcolm,them niggas do whatever tf they want. i wanna see their covid stats. ,2020-04-29 20:43:28+00:00,0.0,0.0,,,covid
59,planetpineapple,LMFAOOOO son blocked me cus i said jews dont gaf about covid ,2020-04-29 20:40:54+00:00,0.0,4.0,,,covid
60,DouglasQDavis,Yeah that’s a pretty bad look for them. I’ve been surprised at how many brands are willing to destroy their post COVID trust by skipping out on customer service now.,2020-04-29 20:34:48+00:00,0.0,1.0,,,covid
61,BenJBaur,This week I donated the money that I got from @BookCameo to the @RWCFUSA who are helping restaurant workers affected by closures due to Covid-19. If you wanna help me raise some more money for charity and get a personalized video check out my Cameo page: ,2020-04-29 20:34:43+00:00,3.0,14.0,@BookCameo @RWCFUSA,,covid
62,PhatFlightin_,"God is so amazing! After being discharged from battling COVID earlier this week, today I completed my final class of my MSW program at Columbia University. On May 20, 2020 I will be a official graduate of Columbia University with a Masters of Science degree in Social Work. ",2020-04-29 20:31:31+00:00,0.0,6.0,,,covid
63,Fxflow,COVID will never be cured just treated the way AIDS is. The long term implications of that are totally lost on the market ,2020-04-29 20:29:00+00:00,1.0,4.0,,,covid
64,AnubhavKhanna8,"Dude, maybe you missed the memo on the reporting of these deaths. If you lump ALL deaths as covid deaths then, yes, you are right. As someone who is living in the city through this, hospitals are not that packed and there are no dead people on the streets.",2020-04-29 20:25:09+00:00,0.0,0.0,,,covid
65,RudeeCharles,*UPDATE* COVID-19 has hit people in all types of ways but one serious effect it's had is access to meals for children and those working on the frontlines of this pandemic in our local hospitals. As a restaurant… https://www.instagram.com/p/B_k_k_9g7iw/?igshid=9xabuvbkkumb,2020-04-29 20:22:21+00:00,0.0,1.0,,,covid
66,IAmJariJones,The way @Beyonce just cured Covid-19 .... #beyonce #megtheestallion #cured,2020-04-29 20:21:56+00:00,1.0,2.0,@Beyonce,#beyonce #megtheestallion #cured,covid
67,elizabethbetsy7,"The same way he hinted that he had complete power over State’s reopening. He more then hinted they would eventually do what he says. Now we see this demagoguery at work. Stealing States PPE and forcing meat plants to stay open, despite rising deaths and COVID infection. OUTRAGE??",2020-04-29 20:14:36+00:00,0.0,1.0,,,covid
68,brunchclubmag,"With his new single ‘God of Grace,’ @JEANCLAUDETRIBE is donating 100% of proceeds to the Recording Academy’s charitable org @MusiCares’ COVID-19 Relief Fund. Read our chat w/ JEĀN CLĀUDE here: https://bit.ly/3aNi5d1",2020-04-29 20:12:26+00:00,2.0,4.0,@JEANCLAUDETRIBE @MusiCares,,covid
69,yuhline,just sent a letter highlighting the potential dangers of 250 Water Street remediation amid COVID-19 without proper community engagement and asked for a guarantee that no more work will continue during the crisis 1/ ,2020-04-29 20:08:29+00:00,5.0,22.0,,,covid
70,BarbsMarshall,@VP @MayoClinic Why Did Mayo Clinic Allow The VP to walk in the Facility without the Required Face Protection??? Pence is Not God. He is Irresponsible and a “Bad” Person to Head the Covid-19 Task Force! Just Because he Tested Negative means Squat! @JoeBiden @CNN @axios @nytimes,2020-04-29 20:07:51+00:00,0.0,0.0,@VP @MayoClinic @JoeBiden @CNN @axios @nytimes,,covid
71,GhoulGuard,"Y’all know how many billions of dollars is being wasted on Covid-19 related research, good thing it’s tax deductible.",2020-04-29 20:06:32+00:00,0.0,0.0,,,covid
72,GhoulGuard,Send them the study that shows smokers are being admitted to hospitals for covid related issues at alarmingly LOW rates. Researchers think it has something to do woth nicotine,2020-04-29 20:03:46+00:00,0.0,2.0,,,covid
73,GardenOBGYN,Does COVID-19 Survive in Water? Dr. Petrikovsky of Garden OB/GYN explains https://youtu.be/qk6MrC5_zTI via @YouTube #COVID19 #coronavirus,2020-04-29 20:00:02+00:00,0.0,0.0,@YouTube,#COVID19 #coronavirus,covid
74,comeupsociety,"Has anyone ever played plague inc.? Play it, it’s exactly what happening with covid",2020-04-29 19:58:16+00:00,0.0,1.0,,,covid
75,elizabethbetsy7,"The same place Rudy is, off the grid. Trump thinks this COVID solved his bad press... It’s only delayed it, with more bad press. Good move stable genius...",2020-04-29 19:58:00+00:00,0.0,0.0,,,covid
76,StatenIslandDA," Attention Pet Owners: If you need help caring for your pet, you can seek assistance by calling the COVID-19 Pet Hotline at (877) 204-8821. Professionals are available and prepared to help you. ",2020-04-29 19:56:13+00:00,3.0,2.0,,,covid
77,VaneOM1,"Naces, creces, tomas café, te da el covid-19 y mueres jajajajaja",2020-04-29 19:54:42+00:00,0.0,0.0,,,covid
78,drroynorman,"He needs to open his mind and let some facts sneak in! Lately he’s been highly visible. Boasting, claims of success for his forsight close beaches after Floridians began to die from COVID-19.",2020-04-29 19:47:29+00:00,0.0,3.0,,,covid
79,TheRickHShow,"It’s Happening Again! We support @the9ambanger and their The9AMBanger: 12-hour Digital Fundraiser Experience • Fight Against COVID-19 • Saturday, May 2nd 9AM - 9PM • @… https://www.instagram.com/p/B_k6z4TFLBq/?igshid=1apf2huhp0sx5",2020-04-29 19:40:41+00:00,1.0,1.0,@the9ambanger,,covid
80,FxckCrackimDOPE,YALL THEY DONATING ALL THE PROCEEDS FROM THIS SONG TO THE COVID RELIEF DOWNLOAD AND STREAM ‘SAVAGE’ ! #THANKYOU,2020-04-29 19:39:29+00:00,0.0,0.0,,#THANKYOU #THANKYOU,covid
81,EmbraceNYC,Had such a great conversation with @andrewmseaman just now on #LinkedIn about how COVID-19 is disproportionately impacting BIPOCs and women in the workforce. Catch the replay on Andrew's LinkedIn feed. And follow Andrew to find out about future shows! ,2020-04-29 19:36:15+00:00,1.0,9.0,@andrewmseaman,#LinkedIn,covid
82,elizabethbetsy7,"US Health Officials Now Say There Are 9 Main COVID-19 Symptoms. Here's What They Are. https://www.buzzfeednews.com/article/zahrahirji/coronavirus-symptoms-update-cdc via @Zhirji28 These may be new to the Trump CDC, however others have known abt them for awhile... Unbelievable",2020-04-29 19:34:13+00:00,0.0,0.0,@Zhirji28,,covid
83,sandee0802,Right!? It's not like the FEDS haven't STOLEN as many as they could from COVID hospital Frontlines in Massachusetts &amp; New Hampshire...,2020-04-29 19:32:42+00:00,0.0,0.0,,,covid
84,Kizzbeth,"We covered some miles today for our #bloomsnblossoms #community #neighborhood #friendsofinstagram pawsome_pupstars #covid_19 #walkingthedog #plantlife #art #fightwithart #brooklyn @Brooklyn, New York https://www.instagram.com/p/B_k52w9H3o5/?igshid=mik20qu3p128",2020-04-29 19:32:20+00:00,0.0,1.0,,#bloomsnblossoms #community #neighborhood #friendsofinstagram #covid_19 #walkingthedog #plantlife #art #fightwithart #brooklyn,covid
85,sandee0802,That's right! Fuck COVID! You got this!,2020-04-29 19:29:43+00:00,0.0,0.0,,,covid
86,BklynsLifestyle,Our local restaurants were significantly affected by COVID-19. Many restaurants are temporarily closed — by the time this is over; many will go out of business.⠀⠀ *⠀⠀ *⠀⠀ *⠀⠀ Supporting local restaurants in our… https://www.instagram.com/p/B_k5Vbog985/?igshid=15sr86lv4ssj2,2020-04-29 19:27:48+00:00,0.0,1.0,,,covid
87,Einfari_,"We’re back with another fundraiser. This time we’re focused on supporting @NYCHealthSystem in their fight against COVID-19. We’ve seen all they’ve been through on the news, so let’s do what we can to help them. Join us this Saturday and catch me at 2p for a Deep House Yoga set ",2020-04-29 19:26:51+00:00,3.0,3.0,@NYCHealthSystem,,covid
88,kiariel,Lambayeque #Peru #COVID #help,2020-04-29 19:20:22+00:00,0.0,3.0,,#Peru #COVID #help,covid
89,MsFashionHigh,"Thank you @Delta for issuing a refund for a flight cancelled by me due to CoVID - to @Ryanair that’s how you care for customers. They invest in you, in extreme circumstances you return the investment so they’ll want to come back #CustomerService lacking",2020-04-29 19:19:39+00:00,2.0,5.0,@Delta @Ryanair,#CustomerService,covid
90,bettyelfeo,all proceeds benefitting houston covid-relief efforts ... that’s how you do it,2020-04-29 19:18:12+00:00,0.0,3.0,,,covid
91,michaelwbuckley,"Donated some blood as part of the @rockefelleruniv research effort to make a vaccine for Covid-19. Hoping my antibodies can help. Have you recovered from Coronavirus? If so, you could help save a life! Give blood and stop Covid-19 in its tracks. – at The Rockefeller University",2020-04-29 19:15:55+00:00,5.0,22.0,@RockefellerUniv,,covid
92,MaribethMooney,"“She couldn’t touch her face, but she could touch his heart.” Tagline from Covid romcom or overheard from cardiac surgeon’s assistant?",2020-04-29 19:15:37+00:00,0.0,6.0,,,covid
93,A_Dubbs,"If you would like to contribute to my brain exploding, you can discuss COVID-19 using the past tense, rather than the present or future tense, since were right smack dab in the middle of it; we’re not done with it.",2020-04-29 19:13:00+00:00,0.0,1.0,,,covid
94,FlorenciLiranzo,"Este es el estado de la política del PLD en vez hacer propuestas para combatir la epidemia del covid-19 y la epidemia de CORRUPCIÓN FRAUDE y la IMPUNIDAD que emana de su partido,el prefiere retar a @MartePiantini por cuál partido tiene más vallas. Increíble",2020-04-29 19:12:51+00:00,0.0,0.0,@MartePiantini,,covid
95,pasteurtattoo,“SO WHAT ?” - This the official response of the yet brazilian president jairmessiasbolsonaro when asked about the worrissome skyrocket of infections and deaths by covid-19 all over Brazil. This sociopath is proudly… https://www.instagram.com/p/B_k3Njqj2Kx/?igshid=1jn5z3phlth3n,2020-04-29 19:09:15+00:00,0.0,0.0,,,covid
96,VitalConfort,No hay cuarentena que nos detenga No es magia es constancia y disciplina PLAN INTENSIVO #reto369 . . #retopink #BlueEnergy #perderpesoencasa #quieroperderpeso #habitossaludables #saludable #covid_19 #bhfy… https://www.instagram.com/p/B_k2diylqbF/?igshid=3wofklyd51s1,2020-04-29 19:02:40+00:00,0.0,0.0,,#reto369 #retopink #BlueEnergy #perderpesoencasa #quieroperderpeso #habitossaludables #saludable #covid_19 #bhfy,covid
97,thedih13,The Minutes of Our Last Meeting – Our COVID-19 Response ,2020-04-29 19:00:01+00:00,0.0,0.0,,,covid
98,kellyshami,Donated jewelry to @stockx ‘s COVID-19 donation drive. Head over there to place tickets/donations on our @shamiofficial package with custom pieces and vault collaboration pieces https://stockx.com/shami-pack-custom-collaborative-nike-pendants-who-charity,2020-04-29 18:57:27+00:00,4.0,10.0,@stockx @ShamiOfficial,,covid
99,amethystarsx,"Paid off 3 bills due to the COVID-19 pandemic, gonna be able to pay off one more ",2020-04-29 18:57:07+00:00,0.0,3.0,,,covid
100,DrCorriel,"Excited for tonight’s #SoMeDocs Twitter chat, moderated by @hsafaMD &amp; sponsored by the SoMeDocs Databank on: ‘All Things Patients in COVID-Times.” Below, a sneak peak at our 1st question.. pls retweet for ur chance to win a year’s databank profile! #medtwitter #MEDed",2020-04-29 18:55:30+00:00,6.0,11.0,@hsafaMD,#SoMeDocs #medtwitter #MEDed,covid
101,giaco1025,Instead of mocking the guy why don’t we give him for credit for donating his salary unlike all these other corporate pussies who won’t pay there employees during COVID 19. ,2020-04-29 18:51:42+00:00,1.0,2.0,,,covid
102,ferox_Iasyx,"Everything down there (except meth, too young for it) with the Greek, Estancia 460 &amp; Locanda Verde now &amp; then. This covid business is really growing dad's cooking skills. I'm still not at 130lbs yet… ¯\_(ツ)_/¯ go figure!",2020-04-29 18:50:05+00:00,0.0,4.0,,,covid
103,franceschogan,Thankful for @ZEROTOTHREE for their informative webinar and reflective space for #ECE on “Attending to Risks for Abuse and Neglect During COVID 19 Pandemic Response.” ,2020-04-29 18:48:46+00:00,0.0,1.0,@ZEROTOTHREE,#ECE,covid
104,NYPRespiratory1,A respiratory therapist brought up the idea of using acrylic aerosol boxes for critically ill COVID-19 patients. ,2020-04-29 18:42:41+00:00,0.0,1.0,,,covid
