,User,Text,Date,Favorites,Retweets,Mentions,HashTags,Search Keywords
277,JamilaKeyani,Does anyone know the exact cause of death for people with Covid-19 ? Is it the underlying conditions people have or the virus itself??,2020-03-30 15:37:12+00:00,2.0,2.0,,,covid
278,NYPD19Pct,"We salute all health care workers on the front lines of the COVID-19 pandemic, but today on #NationalDoctorsDay, we are especially grateful for our doctors. Thank you. You are appreciated today and every day! – at NYPD - 19th Precinct",2020-03-30 15:37:08+00:00,22.0,115.0,,#NationalDoctorsDay,covid
279,CMichaelJones,"To all small business owners, non for profits and churches, please review this Economic Relief Package and visit http://SBA.gov for additional guidance and information about financial assistance as it relates to COVID-19.… https://www.instagram.com/p/B-XPFOeJaH6/?igshid=151kkxsoddsnd",2020-03-30 15:37:03+00:00,0.0,2.0,,,covid
280,DrCorriel,Hope in the time of #COVID-19 comes in the shape of #healthcare warriors. #medtwitter,2020-03-30 15:36:36+00:00,2.0,9.0,,#COVID #healthcare #medtwitter,covid
281,CatalinaCruzNY,#TeamCatalina continued to thank our first responders! Today we stopped by @FDNY Engine 307/Ladder 154 with our partners @krispykreme - thank you for all you do to keep our community safe! #ThankYou #Covid #StandingStrong,2020-03-30 15:33:48+00:00,0.0,11.0,@FDNY @krispykreme,#TeamCatalina #ThankYou #ThankYou #Covid #StandingStrong,covid
282,DrMeliCastillo,It’s the COVID 19 ,2020-03-30 15:33:34+00:00,0.0,0.0,,,covid
283,FernandaVDias1,"I have no words to comment this. This is happening in Brazil. It happened two days ago in a country of 210 mi people, most of them living in large urban areas. Cities that are plenty of poor communities clustered in slum and suburban neighborhoods. It’s very serious. #Covid_19",2020-03-30 15:30:18+00:00,0.0,0.0,,#Covid_19,covid
284,TheAdvoc8te, Grubb’s want to protect their staff from COVID-19 transmission so they would prefer to process your prescriptions + OTCs over the phone at (202) 503-3610. Grubb's Southeast has FREE DELIVERY and has masks + gloves in stock ,2020-03-30 15:30:13+00:00,0.0,1.0,,,covid
285,marktaylormusic,"Hospital ship Comfort arriving in Manhattan today! #hospital #covid_19 #coronavirus #nyc #quarantine #composerlife @Weehawken, New Jersey https://www.instagram.com/p/B-XOTAMAXHW/?igshid=yamsp5lvp6qm",2020-03-30 15:30:12+00:00,0.0,2.0,,#hospital #covid_19 #coronavirus #nyc #quarantine #composerlife,covid
286,estebaniturrioz,"Mi primo en NYCity a la defensiva #coronavirus #covid_19 #quarentena #coronachallenge en Brooklyn, New York City https://www.instagram.com/p/B-XNnZqjXfQ/?igshid=t2mfjcxbb3fb",2020-03-30 15:28:25+00:00,0.0,0.0,,#coronavirus #covid_19 #quarentena #coronachallenge,covid
287,jd_4278,I’m stepping up in the fight against COVID-19. You can too. Donate to my fundraiser to help Northwell Health protect our communities and keep us safe. Donate today to my Northwell Health’s COVID-19 Emergency Fund - Staten Island. http://do.nr/ucz78 via @DonorDrive @pulte,2020-03-30 15:27:02+00:00,0.0,0.0,@donordrive @pulte,,covid
288,xaosik,USNS Comfort - Navy hospital ship arrives in New York city to help with Covid-19 pandemic. Thank you for helping New York! #usnscomfort #covid_19 #convid19 #navyship #medicalship #newyorkcity #newyork #nyc… https://www.instagram.com/p/B-XNyd8jE53/?igshid=1h0fcvrg93z0x,2020-03-30 15:25:45+00:00,0.0,0.0,,#usnscomfort #covid_19 #convid19 #navyship #medicalship #newyorkcity #newyork #nyc,covid
289,BobbyRettew,[http://TheDigital.Church] Discussion w/ Rev Jeremy Serrano as he shares his experience leading a church virtually during COVID-19 and the idea of #DigitalStewardship. #TheDigitalChurch (fyi @tvrasche @cbfinfo @jpserrano),2020-03-30 15:23:42+00:00,1.0,2.0,@tvrasche @cbfinfo @jpserrano,#DigitalStewardship #TheDigitalChurch,covid
290,cindismad,I just signed a @theactionnet petition: A People's Bailout in response to the Covid-19 Pandemic. Sign here: ,2020-03-30 15:23:28+00:00,0.0,0.0,@TheActionNet,,covid
291,YevgeniyBr,"Was out of the hospital for a week, came back to a different planet feels like. COVID patients everywhere. ICUs are just COVID units. ORs are converted to ICU rooms. Everyone is wearing at least a surgical mask, but often times more.",2020-03-30 15:22:22+00:00,2.0,24.0,,,covid
292,KyleMcB23216709,"COVID-19 got bums demanding . I demand you , brush your and get a job. – at NXNE Harlem, NY",2020-03-30 15:19:04+00:00,0.0,0.0,,,covid
293,marissa,"Haven’t experienced, yet. Can’t wait. Think pedals will be here wed. Because of limited setup ( covid ) had no idea pedals weren’t in all the way and came off first ride stripping the threads.",2020-03-30 15:16:14+00:00,0.0,0.0,,,covid
294,PAbeywardena,"This weekend @UN made an historical donation of surgical masks from their own supply to their Host City’s healthcare heroes. It. Is. HISTORIC. And that, my friends, speaks volumes to the gravity of COVID-19. Our city is the epicenter of the crisis and #WeAreInThisTogether – at United Nations Secretariat Building",2020-03-30 15:13:14+00:00,6.0,38.0,@UN,#WeAreInThisTogether,covid
295,Subilak,#Coronavirustruth #lockdown #MondayMotivaton #MondayMorning #Covid_19 #TheLockdown #COVIDー19 #COVID #CoronaLockdown #FlattenTheCurve #Quarantine #QuaratineLife,2020-03-30 15:11:12+00:00,0.0,0.0,,#Coronavirustruth #lockdown #MondayMotivaton #MondayMorning #Covid_19 #TheLockdown #COVID #COVID #CoronaLockdown #FlattenTheCurve #Quarantine #QuaratineLife,covid
296,BLE227,#usnscomfort #nyc #Covid_19 #nyccoronavirus #Manhattan – at Battery Park City Esplanade,2020-03-30 15:10:02+00:00,1.0,1.0,,#usnscomfort #nyc #Covid_19 #nyccoronavirus #Manhattan,covid
297,badwulfie,We used to see cruise ships. Now this is the view. Docking right outside my apartment is the #usnscomfort and fema busses down the street. NYC needs help and the help is here. #nyc #covid_19 #coronavirus… https://www.instagram.com/p/B-XL7aLBBNW/?igshid=5h7zx3qdrbpd,2020-03-30 15:09:31+00:00,0.0,0.0,,#usnscomfort #nyc #covid_19 #coronavirus,covid
298,rolynlallaina,Ask lang ako ng question? Ano pa ba ang ibang effects ng COVID-19 for assignment purpose lang kasi wala na ako maisip kung ano pa,2020-03-30 15:08:33+00:00,0.0,0.0,,,covid
299,MarieOldham,"To anyone out there claiming this is a hoax or overblown or not as serious as they say, fuck off. You may think we don’t matter because we’re #NY #NJ #CA but what is happening here is coming your way, stop being hateful #Coronavirustruth #Covid_19",2020-03-30 15:06:48+00:00,0.0,1.0,,#NY #NJ #CA #Coronavirustruth #Covid_19,covid
300,simeonkguss,United States Navy Ship ‘Comfort’ Arrives In New York. #Coronavirus #Covid_19 #Pandemic #USNS #Comfort #TAH20 #USNSComfort #UnitedStatesNavy #UnitedStatesNavyShip #Manhattan #NewYork #NewYorkCity #NY #NYC… https://www.instagram.com/p/B-XK3Sfndoy/?igshid=1r9v8xm2hzzhj,2020-03-30 15:00:11+00:00,0.0,1.0,,#Coronavirus #Covid_19 #Pandemic #USNS #Comfort #TAH20 #USNSComfort #UnitedStatesNavy #UnitedStatesNavyShip #Manhattan #NewYork #NewYorkCity #NY #NYC,covid
301,MyBronxAgent,"If we each do our part, together we can help everyone recover. Support your local small businesses. #mybronxagent #unbuenvecino #supportlocal #smallbusiness #covid_19 #bronx @Hielly Martinez - State Farm Agent https://www.instagram.com/p/B-XKvHRj2vf/?igshid=15jhu6oc9xf0g",2020-03-30 14:59:06+00:00,0.0,0.0,,#mybronxagent #unbuenvecino #supportlocal #smallbusiness #covid_19 #bronx,covid
302,swtmysteryy,"My pt whom I’ve had for 4 days that was positive for COVID, died yesterday. I watched her decline &amp; I advocated for her every chance I got. She went from walking to being intubated &amp; dying alone, without her family by her side . This is happening every 17 mins. Pls, stay home.",2020-03-30 14:57:54+00:00,0.0,2.0,,,covid
303,chuck_a,"USNS Comfort docking at Pier 90 in Hell’s Kitchen. 1,000 hospital beds and 12 operating rooms for non-COVID-19 patients. – at Hell's Kitchen",2020-03-30 14:52:21+00:00,1.0,8.0,,,covid
304,nicokwanart,"Concrete origami #nycparks #playground #covid_19 #dailyconstitutional #selfquarantine #bedstuy #touristinmyownhood #parksandrec #brooklyn #NYC #origami #lookdown #publicart #arteverywhere @Brooklyn, New York https://www.instagram.com/p/B-XJxL1jSYU/?igshid=1l6j0n2r161hu",2020-03-30 14:50:38+00:00,0.0,0.0,,#nycparks #playground #covid_19 #dailyconstitutional #selfquarantine #bedstuy #touristinmyownhood #parksandrec #brooklyn #NYC #origami #lookdown #publicart #arteverywhere,covid
305,badwulfie,"She's arrived. #covid_19 #nyc #comfort #usnscomfort usnavyseacadets @Hell's Kitchen, Manhattan https://www.instagram.com/p/B-XJcPzh_au/?igshid=q6rr4inctiur",2020-03-30 14:47:46+00:00,0.0,0.0,,#covid_19 #nyc #comfort #usnscomfort,covid
306,OrangeTree56,New York appreciates you. #NewYork #NYC #Covid_19,2020-03-30 14:47:17+00:00,0.0,1.0,,#NewYork #NYC #Covid_19,covid
307,YolandaMarcia13,"Sadly , it might be overshadowed by the Covid-19. But so much more needs need to be met. If it wasn’t for the Awesome families that stop at nothing to get their children what they need.",2020-03-30 14:45:54+00:00,0.0,1.0,,,covid
308,La_Fee_Ministe,"The @US_FDA issued an Emergency Use Authorization to allow hydroxychloroquine sulfate &amp; chloroquine phosphate donated by @Sandoz_Global &amp; @Bayer to be distributed and prescribed by doctors to hospitalized patients with COVID-19, when a clinical trial is not available or feasible.",2020-03-30 14:42:48+00:00,0.0,0.0,@US_FDA @Sandoz_Global @Bayer,,covid
309,CJCStrategists,This is what heroes look like. Plane full of nurses & doctors flying to #NewYork to ground zero of #Covid_19 @NYGovCuomo @NYCMayorsOffice @NYCMayor send them love!! Announce on your sites.,2020-03-30 14:42:15+00:00,0.0,1.0,@NYGovCuomo @NYCMayorsOffice @NYCMayor,#NewYork #Covid_19,covid
310,TalesNarrative,When was the last time you were able to give someone a hug? #Covid_19 #StayHome,2020-03-30 14:40:44+00:00,0.0,0.0,,#Covid_19 #StayHome #StayHome,covid
311,shawnblk,On Jan 7 the WHO named COVID-19 and said its on par with sars and flu... He knew then.... This is fact...,2020-03-30 14:39:39+00:00,0.0,0.0,,,covid
312,MarthaMartinezH,CÓMO MANTENER LA CALMA EN TIEMPO DE CRISIS? Te invito a ver el video completo donde se contestan muchas dudas y se nos enseña que es posible estar calmados. Te invito a verlo completo a través de mi canal YouTube: MarthaMartinezH #marthamartinezh #youtube #covid_19 #coronavirus,2020-03-30 14:38:57+00:00,3.0,2.0,,#marthamartinezh #youtube #covid_19 #coronavirus,covid
313,IndianGrillNYC,A note regarding COVID-19 We are forced to close during this crisis! We will reopen soon... Be Safe! #BeSafe #NYCsafe #TogetherNYC #Opensoon #restaurantclosed #wearetogethernyc @Darbar on 55 NYC https://www.instagram.com/p/B-XIAx1lQ0E/?igshid=51sivk3it0ne,2020-03-30 14:35:16+00:00,0.0,0.0,,#BeSafe #NYCsafe #TogetherNYC #Opensoon #restaurantclosed #wearetogethernyc,covid
314,mastodon_1,"I’m just saying, ride to die ?! #reallove #loveneverfails #covid_19 #relationshipgoals #coronavirus @Newark, New Jersey https://www.instagram.com/p/B-XHnFkpmtH9Ej-NTfLfhK0aV4mcKfflml1BBs0/?igshid=db69bxtlwvwr",2020-03-30 14:33:56+00:00,0.0,0.0,,#reallove #loveneverfails #covid_19 #relationshipgoals #coronavirus,covid
315,DarbarNY,A note regarding COVID-19 We are forced to close during this crisis! We will reopen soon... Be Safe! #BeSafe #NYCsafe #TogetherNYC #Opensoon #restaurantclosed @Darbar on 46 NYC https://www.instagram.com/p/B-XHt7ClPqC/?igshid=g1m8m6q6as6x,2020-03-30 14:32:42+00:00,0.0,1.0,,#BeSafe #NYCsafe #TogetherNYC #Opensoon #restaurantclosed,covid
316,LisaRoznerTV,USNS COMFORT ARRIVES! Video from Battery Park City of the @USNavy ship approaching Pier 90. It will help #NYC treat patients as hospitals deal with surge in covid cases. I’ll have more at 5p @CBSNewYork – at Battery Park City Esplanade,2020-03-30 14:29:04+00:00,3.0,22.0,@USNavy @CBSNewYork,#NYC,covid
317,RiveraMarcelo20,"Eso se sabe que el error de @IvanDuque al no cerrar los aeropuertos de Colombia hace Tres semanas, costará cientos de miles de vidas perdidas por causa del COVID-19. @petrogustavo @GustavoBolivar Duque tome control ya, de la red hospitalaria privada y reabrir el San Juan de Dios.",2020-03-30 14:25:30+00:00,1.0,7.0,@IvanDuque @petrogustavo @GustavoBolivar,,covid
318,shawnblk,"This is not true.. The WHO on Jan 7 named it COVID-19 and was identified as belonging to the coronavirus family, which includes SARS and the common cold.. So they knew them it was person to person.. The first case here was Jan 15th... Get your facts straight",2020-03-30 14:24:28+00:00,0.0,0.0,,,covid
319,DrRonaldHoffman,Some good #COVID-19 natural immune support resources here #americannutritionassociation https://theana.org/COVID19/ANAPublicResources,2020-03-30 14:24:10+00:00,1.0,1.0,,#COVID #americannutritionassociation,covid
320,UjjwalRastogiMD,Overwhelming support for health care workers in #NewYorkCity is totally amazing #Covid #Covid19 #lockdown Seeking some #MondayMotivaton @MountSinaiNYC @MountSinaiHeart @NewYorker @IndiainNewYork #Manhattan #NYC #FlattenTheCurve #StayAtHomeAndStaySafe,2020-03-30 14:21:42+00:00,0.0,3.0,@MountSinaiNYC @MountSinaiHeart @NewYorker @IndiainNewYork,#NewYorkCity #Covid #Covid19 #lockdown #MondayMotivaton #Manhattan #NYC #FlattenTheCurve #StayAtHomeAndStaySafe,covid
321,TheAdvoc8te,"""Metrorail ridership is now less than a tenth of its normal level, and bus ridership has been reduced by up to 75 percent."" [PR] Metro takes additional steps, coordinates with public health authorities on COVID-19 ",2020-03-30 14:20:07+00:00,3.0,2.0,,,covid
322,poshestyle,US Navy’s Hospital Ship arriving in NYC to help aid Covid-19 pandemic. – at Hudson River Park,2020-03-30 14:20:06+00:00,0.0,0.0,,,covid
323,JoannHillnyc,"#tieday for Art dept meeting today. Please excuse my wrinkled shirt. #covid_19 #physicaldistancing #workfromhome @East Village, Manhattan https://www.instagram.com/p/B-XGNREH6Yh/?igshid=7xg9ar4zv13v",2020-03-30 14:19:30+00:00,0.0,1.0,,#tieday #covid_19 #physicaldistancing #workfromhome,covid
324,elizondogabriel,"The US Navy vessel Comfort, a floating hospital, has arrived in NY harbor and is about to dock at Pier 90 to help with COVID-19 response. The last time the Comfort was in NY? Three days after 9/11. ",2020-03-30 14:19:16+00:00,914.0,3770.0,,,covid
325,dawllyllama,Disgusted by my #Queens County Democratic District Leader @lilianamelo for feeding and sharing racist sentiments about the COVID-19 virus. We can do better. https://twitter.com/ricardopuentesm/status/1242558948185640960,2020-03-30 14:18:37+00:00,0.0,0.0,@lilianamelo,#Queens,covid
326,ixDiego,CУИИIG • #NYC #NewYork #VSCO #vscocam #Mextures #covid_19 #CoronaVirus #Manhattan #LES #Hipstamatic #Isolation #iPhoneography #StreetPhotography #shotoniphone #Movement #Welsh #BW #BlackAndWhite #monochrome #blancoynegro #monochromatic #greyscale,2020-03-30 14:16:27+00:00,0.0,4.0,,#NYC #NewYork #VSCO #vscocam #Mextures #covid_19 #CoronaVirus #Manhattan #LES #Hipstamatic #Isolation #iPhoneography #StreetPhotography #shotoniphone #Movement #Welsh #BW #BlackAndWhite #monochrome #blancoynegro #monochromatic #greyscale,covid
327,iammix24,CORONAVIRUS LATEST: — FDA gives anti-malaria drugs emergency approval to treat COVID-19. — Tokyo Olympics will open in July 2021. — USNS Mercyt o begin treating non-coronavirus patients in port of Los Angeles. — EasyJet grounds all flights.- ABC NEWS,2020-03-30 14:15:19+00:00,0.0,0.0,,,covid
328,BarbsMarshall,"Wow, @realDonaldTrump is Basing His Covid-19 “Ratings” on His Viral NewsBriefs that Are Right Up There With “The Bachelor”! And To Boot, If We Only Have Death Rate At About 100,000 as Don would Like to Keep His Rating Up, it Will be To Use a Trump Quote: “A Beautiful Thing!”",2020-03-30 14:12:57+00:00,0.0,0.0,@realDonaldTrump,,covid
329,JimRockaway,"Heartbroken to hear a member of our community, Lorena Borjas succumbed to Covid-19. She was a powerhouse LGBTQ activist who worked tirelessly and selflessly to ensure a better future for the rest of us. @lorena_borjas #lorenaborjas",2020-03-30 14:07:54+00:00,7.0,29.0,@lorena_borjas,#lorenaborjas,covid
